Transaction ID,,Transaction effective date,Transaction amount,Credit or debit indicator,Statement description,High level transaction purpose,Mid level transaction purpose,Low level transaction purpose,Transaction code,Merchant ID,Product type,Snapshot date,Payment due day,Repayment amount,Previous repayment date
128,,10/17/2021,5378.13,Debit,varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,Transfer,Retail,Entertainment,235,7570,Personal Loan,3/3/2021,24,1914.12,12/1/2019
129,,1/10/2021,518.87,Debit,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,Purchase,Online,Utilities,844,5202,Personal Loan,8/10/2019,6,3444.2,6/18/2020
130,,6/1/2020,5809.46,Debit,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,Transfer,Online,Utilities,902,3090,Personal Loan,4/11/2019,17,884.82,9/23/2021
131,,5/1/2019,5390.49,Credit,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,Transfer,Retail,Utilities,904,9422,Home Loan,1/19/2021,4,1241.61,8/29/2021
132,,7/24/2020,2161.54,Debit,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,Withdrawal,ATM,Entertainment,315,2532,Personal Loan,5/27/2019,15,4958.61,3/13/2021
133,,4/24/2020,7175.11,Credit,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,Withdrawal,ATM,Groceries,354,9970,Home Loan,9/14/2021,18,3572.34,12/13/2020
134,,5/25/2020,267.23,Credit,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget,Withdrawal,ATM,Utilities,670,3155,Personal Loan,11/28/2020,11,4982.91,5/24/2020
135,,11/28/2019,3798.56,Credit,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,Withdrawal,Retail,Groceries,289,2390,Home Loan,5/25/2020,10,4731.01,3/14/2021
136,,8/23/2020,5154.16,Credit,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,Transfer,Online,Utilities,648,3272,Personal Loan,7/23/2020,11,452,11/7/2021
137,,5/15/2021,8865.33,Debit,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,Transfer,Online,Groceries,253,3749,Personal Loan,2/10/2020,9,2427.59,11/11/2020
138,,1/25/2019,3244.09,Debit,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Transfer,Retail,Utilities,944,7092,Home Loan,3/31/2021,21,835.94,2/22/2021
139,,11/7/2021,9215.59,Debit,donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,Purchase,Retail,Entertainment,313,6254,Home Loan,8/26/2021,6,4925.01,1/29/2020
140,,7/2/2021,689.23,Debit,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,Purchase,Retail,Groceries,563,1844,Personal Loan,7/21/2019,23,3894.63,3/24/2020
141,,2/7/2021,4723.46,Debit,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,Withdrawal,Retail,Utilities,743,6491,Home Loan,12/14/2020,30,4084.97,4/23/2019
142,,1/31/2020,1128.55,Debit,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,Transfer,Online,Groceries,614,6819,Home Loan,10/11/2021,19,3525.02,9/7/2019
143,,4/23/2021,9153.95,Credit,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,Withdrawal,Online,Entertainment,569,2976,Personal Loan,4/18/2021,19,4774.51,3/2/2020
144,,4/17/2021,3137.89,Credit,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,Purchase,Online,Groceries,405,5018,Personal Loan,4/29/2019,29,4442.17,10/29/2021
145,,3/12/2019,8844.32,Debit,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,Purchase,Online,Utilities,456,5195,Personal Loan,9/24/2021,22,2058.77,11/27/2020
146,,1/23/2021,8600.49,Debit,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Withdrawal,Retail,Utilities,507,5868,Personal Loan,1/30/2021,4,4011.5,11/29/2019
147,,5/16/2019,6624.36,Debit,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,Purchase,ATM,Groceries,152,9527,Home Loan,1/26/2019,20,3501.55,1/8/2020
148,,11/30/2021,6672.46,Debit,tincidunt eget tempus vel pede morbi porttitor lorem id ligula,Withdrawal,Online,Entertainment,647,6781,Home Loan,11/3/2021,2,1214.98,12/27/2020
149,,4/10/2021,2807.49,Debit,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,Purchase,Online,Groceries,193,2615,Home Loan,9/10/2019,17,822.84,8/10/2021
150,,1/25/2019,3078.85,Debit,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,Transfer,ATM,Groceries,402,6201,Home Loan,8/31/2021,25,3502.79,7/25/2021
151,,8/25/2021,2389.41,Debit,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,Transfer,Retail,Entertainment,841,2533,Home Loan,8/4/2020,20,3805.89,3/15/2019
152,,6/6/2019,4836.83,Credit,ut mauris eget massa tempor convallis nulla neque libero convallis,Withdrawal,Retail,Entertainment,664,7607,Home Loan,2/20/2019,17,530.64,8/8/2019
153,,7/1/2019,7618.46,Credit,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,Transfer,Retail,Groceries,575,3020,Home Loan,1/13/2021,5,3372.31,2/29/2020
154,,11/13/2020,8214.58,Credit,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,Withdrawal,ATM,Entertainment,518,3694,Personal Loan,2/6/2019,28,3613.39,9/4/2019
155,,4/22/2019,8670.99,Debit,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus,Withdrawal,ATM,Utilities,606,5805,Personal Loan,5/21/2021,13,3823.27,8/8/2019
156,,1/30/2020,5158.61,Credit,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,Purchase,Online,Groceries,425,8133,Home Loan,6/15/2019,4,2912.61,9/21/2020
157,,7/16/2020,307.11,Debit,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,Purchase,ATM,Utilities,166,6604,Home Loan,5/15/2019,19,509.6,12/16/2020
158,,5/4/2020,2070.46,Credit,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,Transfer,ATM,Groceries,926,6696,Home Loan,4/24/2020,22,3406.32,5/20/2019
159,,1/4/2020,1223.35,Debit,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Purchase,Retail,Groceries,792,9735,Personal Loan,8/1/2020,8,153.25,4/24/2019
160,,5/16/2021,1064.94,Debit,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere,Withdrawal,ATM,Groceries,498,2750,Home Loan,5/2/2021,17,921.89,2/25/2019
161,,1/20/2020,9792.61,Debit,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,Purchase,ATM,Groceries,816,6863,Personal Loan,2/21/2021,17,4480.79,7/18/2020
162,,12/19/2019,7273.7,Debit,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,Withdrawal,ATM,Entertainment,473,1886,Personal Loan,7/16/2020,21,4995.56,12/20/2019
163,,10/4/2021,6.07,Debit,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,Transfer,ATM,Utilities,180,7786,Personal Loan,10/4/2020,7,229.31,7/30/2021
164,,2/10/2019,5235.05,Credit,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,Purchase,Retail,Groceries,954,4654,Home Loan,6/13/2020,1,4934.19,1/23/2021
165,,9/8/2020,4377.55,Debit,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et,Withdrawal,Online,Utilities,375,3880,Personal Loan,9/28/2020,18,3414.05,1/27/2019
166,,11/29/2020,6648.85,Debit,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,Withdrawal,ATM,Utilities,292,6469,Personal Loan,11/1/2021,16,2748.6,3/24/2021
167,,6/28/2021,6129.76,Debit,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,Purchase,Online,Groceries,525,6463,Home Loan,9/27/2020,11,2076.03,7/4/2020
168,,7/17/2019,133.01,Debit,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,Purchase,Online,Entertainment,563,1248,Home Loan,2/4/2021,15,1640.11,9/28/2019
169,,5/22/2020,256.15,Debit,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,Purchase,Online,Groceries,449,1025,Personal Loan,9/5/2021,5,4242.06,7/31/2020
170,,5/14/2020,246.68,Debit,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,Purchase,ATM,Groceries,274,9030,Personal Loan,2/6/2021,13,550.93,7/27/2019
171,,7/26/2020,8562.53,Credit,tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,Transfer,Retail,Entertainment,994,7773,Personal Loan,7/21/2019,20,475.16,8/23/2019
172,,2/25/2021,5643.79,Debit,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,Purchase,Online,Utilities,376,8904,Personal Loan,1/5/2019,30,4420.34,4/3/2021
173,,12/31/2019,274.5,Credit,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,Transfer,Online,Entertainment,707,9077,Home Loan,9/17/2020,24,4300.53,10/3/2021
174,,7/26/2020,6834.67,Debit,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Withdrawal,ATM,Groceries,259,1606,Home Loan,6/19/2021,28,2208.8,4/1/2020
175,,5/26/2020,1289.22,Debit,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,Withdrawal,ATM,Entertainment,624,2209,Home Loan,11/24/2020,11,1372.83,7/11/2019
176,,1/25/2020,3741.02,Debit,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,Transfer,Retail,Groceries,437,1940,Home Loan,8/3/2019,4,4211.52,6/21/2020
177,,3/10/2021,9813.31,Debit,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,Withdrawal,Retail,Utilities,625,9580,Home Loan,5/1/2020,4,3567.93,4/23/2020
178,,5/6/2020,4600.66,Credit,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,Withdrawal,ATM,Entertainment,302,5213,Personal Loan,5/16/2020,3,3943.3,11/23/2019
179,,6/28/2020,4014.03,Debit,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu,Transfer,Online,Groceries,953,2458,Home Loan,7/17/2021,7,4554.73,8/3/2019
180,,6/2/2019,4676.81,Credit,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,Purchase,Online,Groceries,878,6420,Home Loan,3/27/2019,2,531.87,1/27/2019
181,,9/16/2020,9274.64,Debit,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,Withdrawal,Retail,Utilities,444,7070,Personal Loan,5/30/2020,1,4935.41,2/25/2020
182,,2/2/2019,4141.96,Credit,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,Transfer,ATM,Entertainment,442,9110,Personal Loan,6/2/2021,4,4444.75,2/26/2019
183,,5/19/2019,7184.6,Debit,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,Purchase,Retail,Groceries,412,2736,Personal Loan,5/2/2021,23,3824.77,2/15/2021
184,,7/10/2019,1903.93,Debit,posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,Purchase,Online,Groceries,867,2486,Home Loan,1/16/2021,14,1322.36,10/26/2020
185,,4/24/2020,6727.18,Credit,et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,Withdrawal,Retail,Entertainment,811,5378,Home Loan,7/3/2019,25,115.96,7/19/2019
186,,2/17/2020,9680.95,Debit,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,Withdrawal,Retail,Entertainment,629,6996,Personal Loan,5/13/2021,5,2914.64,7/16/2021
187,,6/3/2021,9942.99,Debit,enim blandit mi in porttitor pede justo eu massa donec dapibus duis,Withdrawal,ATM,Utilities,955,5261,Home Loan,11/16/2020,3,561.98,6/17/2019
188,,10/13/2020,5187.58,Credit,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Purchase,Retail,Entertainment,638,3255,Personal Loan,8/9/2021,21,519.64,11/8/2020
189,,10/2/2019,8437.26,Credit,erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,Transfer,Retail,Entertainment,272,8744,Home Loan,2/22/2021,5,2260.78,8/22/2021
190,,5/4/2019,5275.83,Credit,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Transfer,ATM,Groceries,489,1953,Personal Loan,8/8/2019,24,1940.38,3/16/2020
191,,7/11/2020,8484.41,Credit,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,Purchase,Online,Groceries,602,5538,Home Loan,6/18/2020,4,4520.84,10/11/2020
192,,5/11/2020,8801.04,Credit,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,Purchase,Retail,Entertainment,691,5981,Home Loan,9/22/2021,4,1637.25,3/10/2020
193,,2/3/2021,6800.86,Credit,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum,Transfer,ATM,Groceries,715,2536,Home Loan,9/21/2019,1,1222.14,4/25/2020
194,,9/20/2020,2923.5,Credit,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,Withdrawal,ATM,Groceries,641,8831,Personal Loan,2/27/2019,23,403.29,8/2/2019
195,,8/4/2019,457.06,Credit,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,Withdrawal,Retail,Groceries,704,2126,Personal Loan,4/29/2019,28,4424.29,8/14/2021
196,,11/28/2021,2976.05,Credit,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,Withdrawal,ATM,Groceries,103,4270,Personal Loan,7/8/2019,15,3032.27,12/7/2019
197,,11/3/2019,7065.28,Debit,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Transfer,ATM,Groceries,804,4537,Personal Loan,8/9/2021,17,1588.45,3/27/2020
198,,8/20/2021,7007.37,Credit,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,Purchase,Online,Groceries,510,3431,Personal Loan,7/10/2021,4,4254.87,8/5/2020
199,,8/3/2021,6212.08,Credit,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,Purchase,Online,Groceries,211,3547,Personal Loan,5/9/2020,22,3422.33,8/5/2019
200,,5/17/2020,5229.35,Credit,malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,Purchase,ATM,Entertainment,990,7991,Home Loan,2/24/2021,15,2126.42,11/19/2020
201,,4/14/2019,5476.56,Credit,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,Transfer,ATM,Groceries,739,9740,Personal Loan,2/16/2021,22,3241.83,8/2/2020
202,,11/17/2019,8505.6,Credit,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris,Purchase,Online,Entertainment,263,3762,Home Loan,7/16/2020,8,3102.45,6/5/2020
203,,4/5/2019,7784.24,Debit,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,Transfer,ATM,Groceries,976,8893,Home Loan,6/7/2020,20,512.67,10/1/2021
204,,2/2/2019,505.85,Credit,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,Transfer,Retail,Groceries,339,2642,Home Loan,5/11/2019,25,432.08,6/20/2021
205,,8/5/2020,29.21,Credit,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,Transfer,Retail,Entertainment,807,6532,Personal Loan,9/15/2021,7,3521.23,3/22/2021
206,,9/4/2019,1982.38,Credit,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,Purchase,ATM,Entertainment,972,4287,Personal Loan,2/13/2019,10,1006.64,2/11/2021
207,,8/24/2019,4066.75,Debit,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,Withdrawal,Online,Entertainment,858,3620,Home Loan,11/24/2021,24,971.3,11/26/2020
208,,11/4/2021,6524.84,Debit,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,Transfer,Retail,Entertainment,334,6029,Personal Loan,7/12/2019,9,3951.11,7/27/2021
209,,7/25/2020,7816.6,Credit,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,Withdrawal,ATM,Entertainment,499,1563,Personal Loan,2/28/2021,10,3543.96,2/6/2020
210,,3/16/2019,9918.42,Debit,eleifend quam a odio in hac habitasse platea dictumst maecenas ut,Withdrawal,Online,Groceries,432,4172,Home Loan,12/22/2021,29,1155.06,9/23/2019
211,,11/22/2020,5403.15,Credit,vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet,Purchase,Retail,Utilities,373,3337,Home Loan,12/11/2020,14,3891.75,2/2/2019
212,,4/20/2020,1373.86,Debit,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,Transfer,ATM,Utilities,542,1432,Home Loan,6/2/2020,5,3314.08,4/24/2021
213,,9/1/2021,2686.3,Debit,cum sociis natoque penatibus et magnis dis parturient montes nascetur,Withdrawal,ATM,Utilities,649,1535,Home Loan,5/11/2019,26,4426.13,4/1/2020
214,,6/2/2019,4366.53,Credit,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,Transfer,ATM,Utilities,186,5168,Personal Loan,4/12/2021,26,3995.95,4/9/2021
215,,2/26/2020,1713.76,Credit,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,Purchase,ATM,Entertainment,895,8709,Home Loan,11/25/2019,27,4376.92,1/28/2019
216,,3/3/2019,4232.97,Credit,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,Purchase,ATM,Entertainment,790,7395,Home Loan,4/15/2019,9,2494.55,11/28/2019
217,,7/30/2019,3786.36,Credit,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,Purchase,ATM,Groceries,221,7855,Home Loan,5/1/2021,10,649.18,8/30/2021
